Choice,FishCh,PrevChoice,PrevFish,PrevReward,PrevdComp,PrevdRel,IsCompSwitch,IsRelSwitch,Trial
1,2,1,1,0,-0.55,-0.15,0,0,46
0,3,1,2,0,-0.55,-0.15,0,0,47
1,0,0,3,1,-0.55,-0.15,0,0,48
0,3,1,0,1,-0.55,-0.15,0,0,49
1,0,0,3,1,-0.55,-0.15,0,1,50
0,3,1,0,1,-0.55,0.15,0,0,51
0,3,0,3,0,-0.55,0.15,0,0,52
0,3,0,3,0,-0.55,0.15,0,0,53
0,3,0,3,1,-0.55,0.15,0,0,54
0,3,0,3,0,-0.55,0.15,0,0,55
0,3,0,3,1,-0.55,0.15,0,0,56
0,3,0,3,0,-0.55,0.15,0,0,57
1,3,0,3,0,-0.55,0.15,1,0,58
1,3,1,3,1,0.338956167944626,0.15,0,0,59
0,1,1,3,1,0.338956167944626,0.15,0,0,60
0,3,0,1,0,0.338956167944626,0.15,0,0,61
1,3,0,3,0,0.338956167944626,0.15,0,0,62
0,3,1,3,0,0.338956167944626,0.15,0,0,63
0,2,0,3,0,0.338956167944626,0.15,0,0,64
0,3,0,2,1,0.338956167944626,0.15,0,0,65
0,3,0,3,0,0.338956167944626,0.15,0,0,66
0,2,0,3,1,0.338956167944626,0.15,0,0,67
0,2,0,2,0,0.338956167944626,0.15,0,0,68
0,2,0,2,1,0.338956167944626,0.15,0,0,69
0,2,0,2,0,0.338956167944626,0.15,0,0,70
0,2,0,2,0,0.338956167944626,0.15,0,0,71
0,0,0,2,0,0.338956167944626,0.15,0,1,72
0,3,0,0,0,0.338956167944626,-0.15,0,0,73
0,2,0,3,0,0.338956167944626,-0.15,0,0,74
0,2,0,2,0,0.338956167944626,-0.15,0,0,75
0,1,0,2,1,0.338956167944626,-0.15,0,0,76
1,2,0,1,1,0.338956167944626,-0.15,0,0,77
0,0,1,2,0,0.338956167944626,-0.15,0,0,78
0,3,0,0,0,0.338956167944626,-0.15,0,0,79
0,2,0,3,1,0.338956167944626,-0.15,1,0,80
0,0,0,2,1,0.108982566249368,-0.15,0,0,81
0,3,0,0,0,0.108982566249368,-0.15,0,0,82
0,2,0,3,1,0.108982566249368,-0.15,0,0,83
0,2,0,2,1,0.108982566249368,-0.15,0,0,84
0,3,0,2,1,0.108982566249368,-0.15,0,0,85
0,3,0,3,1,0.108982566249368,-0.15,0,0,86
0,3,0,3,1,0.108982566249368,-0.15,0,0,87
0,1,0,3,1,0.108982566249368,-0.15,0,0,88
1,2,0,1,1,0.108982566249368,-0.15,0,0,89
1,2,1,2,1,0.108982566249368,-0.15,0,0,90
1,2,1,2,0,0.108982566249368,-0.15,0,0,91
1,3,1,2,0,0.108982566249368,-0.15,0,0,92
1,3,1,3,1,0.108982566249368,-0.15,0,0,93
1,3,1,3,0,0.108982566249368,-0.15,0,0,94
1,3,1,3,0,0.108982566249368,-0.15,0,0,95
1,3,1,3,0,0.108982566249368,-0.15,0,0,96
1,3,1,3,0,0.108982566249368,-0.15,1,1,97
0,2,1,3,1,0.338956167944626,0.15,0,0,98
0,1,0,2,1,0.338956167944626,0.15,0,0,99
1,3,0,1,1,0.338956167944626,0.15,0,0,100
1,3,1,3,1,0.338956167944626,0.15,0,0,101
1,3,1,3,0,0.338956167944626,0.15,0,0,102
1,3,1,3,1,0.338956167944626,0.15,0,0,103
1,3,1,3,1,0.338956167944626,0.15,0,0,104
1,3,1,3,1,0.338956167944626,0.15,0,0,105
1,3,1,3,1,0.338956167944626,0.15,0,0,106
1,3,1,3,1,0.338956167944626,0.15,0,0,107
1,3,1,3,1,0.338956167944626,0.15,0,0,108
1,3,1,3,1,0.338956167944626,0.15,0,0,109
1,3,1,3,1,0.338956167944626,0.15,0,0,110
1,2,1,3,0,0.338956167944626,0.15,0,0,111
1,3,1,2,1,0.338956167944626,0.15,0,0,112
0,3,1,3,1,0.338956167944626,0.15,1,0,113
0,3,0,3,1,-0.362701665379258,0.15,0,0,114
0,3,0,3,0,-0.362701665379258,0.15,0,0,115
0,3,0,3,1,-0.362701665379258,0.15,0,0,116
0,3,0,3,0,-0.362701665379258,0.15,0,0,117
1,2,0,3,0,-0.362701665379258,0.15,0,0,118
1,3,1,2,0,-0.362701665379258,0.15,0,0,119
1,1,1,3,1,-0.362701665379258,0.15,0,0,120
1,3,1,1,1,-0.362701665379258,0.15,0,1,121
1,3,1,3,0,-0.362701665379258,-0.15,0,0,122
0,3,1,3,1,-0.362701665379258,-0.15,0,0,123
1,3,0,3,1,-0.362701665379258,-0.15,0,0,124
1,3,1,3,1,-0.362701665379258,-0.15,0,0,125
1,3,1,3,0,-0.362701665379258,-0.15,0,0,126
1,3,1,3,0,-0.362701665379258,-0.15,0,0,127
0,3,1,3,0,-0.362701665379258,-0.15,0,0,128
1,0,0,3,1,-0.362701665379258,-0.15,1,0,129
0,3,1,0,1,-0.260640399573252,-0.15,0,0,130
0,3,0,3,1,-0.260640399573252,-0.15,0,0,131
1,3,0,3,1,-0.260640399573252,-0.15,0,0,132
0,3,1,3,0,-0.260640399573252,-0.15,0,0,133
1,1,0,3,1,-0.260640399573252,-0.15,0,0,134
1,3,1,1,0,-0.260640399573252,-0.15,0,0,135
0,3,1,3,0,-0.260640399573252,-0.15,0,0,136
0,3,0,3,1,-0.260640399573252,-0.15,0,0,137
1,2,0,3,0,-0.260640399573252,-0.15,0,0,138
1,2,1,2,1,-0.260640399573252,-0.15,0,0,139
1,3,1,2,0,-0.260640399573252,-0.15,0,0,140
1,1,1,3,0,-0.260640399573252,-0.15,0,0,141
0,3,1,1,0,-0.260640399573252,-0.15,0,0,142
0,3,0,3,1,-0.260640399573252,-0.15,0,0,143
0,2,0,3,1,-0.260640399573252,-0.15,1,1,144
0,3,0,2,1,0.187298334620742,0.15,0,0,145
0,1,0,3,0,0.187298334620742,0.15,0,0,146
1,3,0,1,0,0.187298334620742,0.15,0,0,147
0,1,1,3,0,0.187298334620742,0.15,0,0,148
0,2,0,1,0,0.187298334620742,0.15,0,0,149
1,3,0,2,0,0.187298334620742,0.15,0,0,150
1,1,1,3,1,0.187298334620742,0.15,0,0,151
0,2,1,1,0,0.187298334620742,0.15,0,0,152
1,3,0,2,0,0.187298334620742,0.15,0,0,153
0,1,1,3,1,0.187298334620742,0.15,0,0,154
0,3,0,1,0,0.187298334620742,0.15,0,0,155
1,3,0,3,0,0.187298334620742,0.15,0,0,156
1,3,1,3,1,0.187298334620742,0.15,0,0,157
1,3,1,3,1,0.187298334620742,0.15,0,0,158
1,3,1,3,1,0.187298334620742,0.15,1,0,159
1,3,1,3,1,0.471684231628626,0.15,0,0,160
1,3,1,3,0,0.471684231628626,0.15,0,0,161
1,3,1,3,0,0.471684231628626,0.15,0,0,162
1,3,1,3,1,0.471684231628626,0.15,0,0,163
1,3,1,3,1,0.471684231628626,0.15,0,0,164
1,3,1,3,1,0.471684231628626,0.15,0,0,165
1,3,1,3,0,0.471684231628626,0.15,0,0,166
1,3,1,3,0,0.471684231628626,0.15,0,1,167
1,3,1,3,0,0.471684231628626,-0.15,0,0,168
0,3,1,3,0,0.471684231628626,-0.15,0,0,169
0,0,0,3,1,0.471684231628626,-0.15,0,0,170
0,3,0,0,0,0.471684231628626,-0.15,0,0,171
0,3,0,3,0,0.471684231628626,-0.15,0,0,172
0,3,0,3,1,0.471684231628626,-0.15,0,0,173
0,2,0,3,1,0.471684231628626,-0.15,0,0,174
1,3,0,2,1,0.471684231628626,-0.15,0,0,175
0,3,1,3,0,0.471684231628626,-0.15,1,0,176
0,3,0,3,0,0.151657833323885,-0.15,0,0,177
0,3,0,3,1,0.151657833323885,-0.15,0,0,178
0,3,0,3,1,0.151657833323885,-0.15,0,0,179
0,3,0,3,1,0.151657833323885,-0.15,0,0,180
0,3,0,3,1,0.151657833323885,-0.15,0,0,181
0,3,0,3,1,0.151657833323885,-0.15,0,0,182
0,3,0,3,1,0.151657833323885,-0.15,0,0,183
0,3,0,3,1,0.151657833323885,-0.15,0,0,184
0,3,0,3,1,0.151657833323885,-0.15,0,0,185
0,3,0,3,0,0.151657833323885,-0.15,0,0,186
0,2,0,3,0,0.151657833323885,-0.15,0,0,187
0,3,0,2,0,0.151657833323885,-0.15,0,1,188
1,3,0,3,0,0.151657833323885,0.15,0,0,189
1,3,1,3,1,0.151657833323885,0.15,0,0,190
0,0,1,3,0,0.151657833323885,0.15,0,0,191
1,3,0,0,0,0.151657833323885,0.15,0,0,192
1,3,1,3,1,0.151657833323885,0.15,0,0,193
1,3,1,3,1,0.151657833323885,0.15,0,0,194
1,3,1,3,1,0.151657833323885,0.15,0,0,195
1,2,1,3,1,0.151657833323885,0.15,1,0,196
1,2,1,2,0,-0.151657833323885,0.15,0,0,197
1,3,1,2,1,-0.151657833323885,0.15,0,0,198
1,3,1,3,1,-0.151657833323885,0.15,0,0,199
1,3,1,3,0,-0.151657833323885,0.15,0,0,200
1,3,1,3,1,-0.151657833323885,0.15,0,0,201
1,3,1,3,1,-0.151657833323885,0.15,0,0,202
1,3,1,3,1,-0.151657833323885,0.15,0,0,203
0,2,1,3,0,-0.151657833323885,0.15,0,0,204
0,2,0,2,1,-0.151657833323885,0.15,0,0,205
0,3,0,2,1,-0.151657833323885,0.15,0,0,206
0,2,0,3,0,-0.151657833323885,0.15,0,0,207
0,1,0,2,1,-0.151657833323885,0.15,0,0,208
1,2,0,1,0,-0.151657833323885,0.15,0,0,209
1,3,1,2,0,-0.151657833323885,0.15,0,0,210
1,3,1,3,1,-0.151657833323885,0.15,0,0,211
0,3,1,3,1,-0.151657833323885,0.15,0,1,212
0,3,0,3,1,-0.151657833323885,-0.15,0,0,213
0,3,0,3,1,-0.151657833323885,-0.15,0,0,214
0,3,0,3,1,-0.151657833323885,-0.15,0,0,215
0,3,0,3,1,-0.151657833323885,-0.15,0,0,216
1,3,0,3,1,-0.151657833323885,-0.15,0,0,217
1,2,1,3,1,-0.151657833323885,-0.15,0,0,218
1,3,1,2,1,-0.151657833323885,-0.15,0,0,219
1,3,1,3,1,-0.151657833323885,-0.15,1,0,220
1,1,1,3,1,-0.108982566249368,-0.15,0,0,221
1,2,1,1,0,-0.108982566249368,-0.15,0,0,222
1,2,1,2,0,-0.108982566249368,-0.15,0,0,223
0,3,1,2,0,-0.108982566249368,-0.15,0,0,224
1,3,0,3,0,-0.108982566249368,-0.15,0,0,225
1,3,1,3,1,-0.108982566249368,-0.15,0,0,226
0,3,1,3,0,-0.108982566249368,-0.15,0,0,227
1,1,0,3,1,-0.108982566249368,-0.15,0,0,228
1,2,1,1,1,-0.108982566249368,-0.15,0,0,229
1,2,1,2,0,-0.108982566249368,-0.15,0,0,230
0,2,1,2,0,-0.108982566249368,-0.15,0,0,231
1,1,0,2,1,-0.108982566249368,-0.15,0,1,232
0,2,1,1,0,-0.108982566249368,0.15,0,0,233
1,2,0,2,0,-0.108982566249368,0.15,0,0,234
0,3,1,2,0,-0.108982566249368,0.15,0,0,235
0,0,0,3,0,-0.108982566249368,0.15,0,0,236
1,3,0,0,0,-0.108982566249368,0.15,0,0,237
0,3,1,3,0,-0.108982566249368,0.15,0,0,238
1,3,0,3,1,-0.108982566249368,0.15,0,0,239
0,3,1,3,0,-0.108982566249368,0.15,1,0,240
0,3,0,3,1,-0.55,0.15,0,0,241
0,3,0,3,0,-0.55,0.15,0,0,242
0,3,0,3,0,-0.55,0.15,0,0,243
1,2,0,3,0,-0.55,0.15,0,0,244
1,1,1,2,1,-0.55,0.15,0,0,245
1,2,1,1,0,-0.55,0.15,0,0,246
0,3,1,2,1,-0.55,0.15,0,0,247
1,2,0,3,0,-0.55,0.15,0,0,248
0,3,1,2,1,-0.55,0.15,0,0,249
0,3,0,3,1,-0.55,0.15,0,0,250
1,2,0,3,0,-0.55,0.15,0,0,251
1,3,1,2,1,-0.55,0.15,0,0,252
0,2,1,3,1,-0.55,0.15,0,0,253
0,3,0,2,0,-0.55,0.15,0,0,254
0,3,0,3,0,-0.55,0.15,0,1,255
1,2,0,3,1,-0.55,-0.15,0,0,256
1,2,1,2,0,-0.55,-0.15,0,0,257
1,1,1,2,0,-0.55,-0.15,0,0,258
0,3,1,1,0,-0.55,-0.15,0,0,259
0,3,0,3,1,-0.55,-0.15,0,0,260
0,3,0,3,1,-0.55,-0.15,0,0,261
0,3,0,3,1,-0.55,-0.15,0,0,262
0,3,0,3,1,-0.55,-0.15,1,0,263
0,0,0,3,1,0.187298334620742,-0.15,0,0,264
0,2,0,0,0,0.187298334620742,-0.15,0,0,265
0,2,0,2,1,0.187298334620742,-0.15,0,0,266
1,1,0,2,1,0.187298334620742,-0.15,0,0,267
0,2,1,1,0,0.187298334620742,-0.15,0,0,268
1,3,0,2,0,0.187298334620742,-0.15,0,0,269
1,3,1,3,0,0.187298334620742,-0.15,0,0,270
0,1,1,3,0,0.187298334620742,-0.15,0,0,271
0,3,0,1,0,0.187298334620742,-0.15,0,0,272
0,3,0,3,1,0.187298334620742,-0.15,0,0,273
0,2,0,3,1,0.187298334620742,-0.15,0,0,274
0,3,0,2,1,0.187298334620742,-0.15,0,0,275
0,1,0,3,1,0.187298334620742,-0.15,0,0,276
1,3,0,1,0,0.187298334620742,-0.15,0,0,277
1,1,1,3,1,0.187298334620742,-0.15,0,0,278
0,3,1,1,0,0.187298334620742,-0.15,0,0,279
0,2,0,3,1,0.187298334620742,-0.15,1,1,280
0,0,0,2,0,0.260640399573252,0.15,0,0,281
0,2,0,0,0,0.260640399573252,0.15,0,0,282
0,2,0,2,1,0.260640399573252,0.15,0,0,283
1,3,0,2,0,0.260640399573252,0.15,0,0,284
1,3,1,3,1,0.260640399573252,0.15,0,0,285
1,3,1,3,1,0.260640399573252,0.15,0,0,286
1,3,1,3,1,0.260640399573252,0.15,0,0,287
1,3,1,3,1,0.260640399573252,0.15,0,0,288
1,3,1,3,0,0.260640399573252,0.15,0,0,289
1,3,1,3,0,0.260640399573252,0.15,0,0,290
1,3,1,3,1,0.260640399573252,0.15,0,0,291
1,3,1,3,1,0.260640399573252,0.15,0,0,292
1,3,1,3,1,0.260640399573252,0.15,0,0,293
1,3,1,3,1,0.260640399573252,0.15,0,0,294
1,3,1,3,0,0.260640399573252,0.15,0,0,295
1,3,1,3,1,0.260640399573252,0.15,1,0,296
1,3,1,3,1,-0.108982566249368,0.15,0,0,297
0,3,1,3,1,-0.108982566249368,0.15,0,0,298
1,2,0,3,0,-0.108982566249368,0.15,0,0,299
1,1,1,2,0,-0.108982566249368,0.15,0,0,300
